,ku
0,あきのみつ	まくらゆふのの	いくたかは
5793,すみよしの	たつらにのこる	さくらはな
5794,せみのなく	かたつやまさと	あきかけて
5795,そめてまた	しくれやあらふ	うすもみち
5796,たつぬとも	ひとやはなこり	ふかからむ
5797,ちりのあと	ちよをうめのの	ささむしろ
5798,つかふるや	われにまさるを	いとふらむ
5799,てすさひに	わかきのさくら	うゑおきて
5800,とふひとも	かへれはうつれ	よこのうら
5801,なきあとに	かたみのいしを	きさみおき
5802,にはにふれ	まつやはかはる	みねのゆき
5803,ぬきおける	ためしのきくの	さむきよに
5804,ねさめこそ	なかめもそてに	したかへて
5805,のこせゆき	かれののすすき	みねのまつ
5806,はなもみよ	まきたつやまの	ゆふかすみ
5807,ひとつふに	またすましみは	なきものを
5808,ふきこほる	かせのゆくへや	したすすみ
5809,めつらしや	ゆめにうつつの	うらのまつ
5810,ほとときす	ちこゑもあかぬ	かへさかな
5811,まてはこそ	ちりもはらはめ	さよむしろ
5812,みしぬれは	あまのつなても	ちかかれや
5813,むらすすき	いつくにつれて	のこるらむ
5814,めつらしき	ひとやむなしく	すきぬらむ
5815,ももしきや	きさみきよきみ	みわのやま
5816,らうかはし	かみなりとよむ	あまのかは
5817,りうすいを	たつねしつまの	すみところ
5818,るりいろの	あまのもみちは	かつちりて
5819,れいならす	なれはつきさへ	なかめすて
5820,ろけに	なりてやとよを	いてさらむ
5821,わすれねと	いひしをいまも	たのむよに
5822,あつまより	つゆをもひろく	あふきかな
5823,いのりきや	なぬかにほしの	あさころも
5824,うらみしを	わかことわさや	わするらむ
5825,えそわかぬ	つきもことわれ	すまのさと
5826,おもひくさ	いろになるこそ	かなしけれ
5827,かきねまて	ふかきやよもの	あさかすみ
5828,きりくらき	かたやまもとの	はるのくれ
5829,くれたけの	そよきやはれぬ	あきのあめ
5830,けさもねむ	にほふやはなの	はなのたね
5831,こからしの	おとはかせこそ	みのならめや
5832,さきさかす	よはみなはるの	はるひかな
5833,しらくもを	はるやしきかし	そてのいろ
5834,すみよしや	みきはのつきに	こゑふけて
5835,せみやこゑ	つきあるやまの	あきのには
5836,それとしも	こころのいろの	ゆふまくれ
5837,たかさこや	まつにをのみの	かよふらむ
5838,ちれはきぬ	そてもあらしの	このはかな
5839,つもりぬる	うちのしたみち	ひともこす
5840,てふとりは	みきはのまつを	もりわひて
5841,ときわかぬ	まつにかかるる	やすらひに
5842,なるかみの	くちさかなから	たえたえに
5843,にしきくの	いろやゆふへを	のこすらむ
5844,ぬれきつる	しほやのはなの	ゆふまくれ
5845,ねられねは	いむてふつきを	しるへにて
5846,のをとほみ	ゆくみつくらく	くるるひに
5847,はるさめの	ふりくさにたる	つゆおちて
5848,ひとへなる	せみのはころも	たちすてて
5849,ふもとゆく	あとたえたえに	ゆきやみむ
5850,めてこまに	まかせぬはなの	くちきかな
5851,ほとほとに	いとなむこそは	あはれなれ
5852,まつのいろも	あきにもなれよ	きりきりす
5853,みなかみに	こきいつるふねの	なほみえて
5854,むさしのや	くるるひよしの	かみこころ
5855,めかるるに	またたのむへき	おもひにて
5856,もえいつる	うなはらとほき	そてのうへ
5857,らうかへり	かたつくるへき	しつかにて
5858,りうしよくの	まとのほたるの	うらつたひ
5859,るりいろは	あさかほのなを	わかみにて
5860,れいならぬ	こころにはなや	ちりぬらむ
5861,ろきくも	にしのあらしに	そてふれて
5862,わかれこし	とほそもみちの	いほふりて
5863,あきかせに	いくうらうみを	すきつらむ
5864,いりあひの	かねのひひきは	はるかにて
5865,うらみても	をきのふるさと	あとたえて
5866,えたたるる	はなはにしきや	ましるらむ
5867,おもふこと	いつかはつくす	そらならむ
5868,かたへより	みきはのまこも	かりつくし
5869,きくかうちに	ゆふへはふかし	やまのかけ
5870,くりかへし	おもひのこてふ	わかよはひ
5871,けさもふれ	みやこはつきの	きたしくれ
5872,このうらを	はるのゆくへの	なみのうへ
5873,さくらまた	ひとよもかけの	ひかりにて
5874,しらくもに	いるみねしろく	あめはれて
5875,すみはてむよ	ものとおもはて	みのおいて
5876,せみのなく	かたつやまさと	あきかけて
5877,そてなるる	まかきのとやま	あめすきて
5878,たまさかに	かはらてとふも	おほつかな
5879,ちきりおく	くすとはなしに	わするみに
5880,つきうつす	はなのいろはや	くさのつゆ
5881,てすさひに	またきいりひの	あさくもり
5882,とめゆけは	ふなちのつきに	やまこえて
5883,なつのひの	むすきのもとは	かせもなし
5884,にほはぬを	うらむらさきの	このもとに
5885,ぬししらぬ	あきののはきや	ちりぬらむ
5886,ねさめには	ききつるたれを	たつねまし
5887,のこるひも	おとするかねに	さそはれて
5888,はなおちて	ゆふくれふかし	やとのゆき
5889,ひめかきの	うちにゆりとく	とりのこゑ
5890,ふかみとり	さそはれおくる	しはのいほ
5891,めにかかる	くももなきまや	きくのみつ
5892,ほとけりと	なるよりをちの	すゑのよに
5893,まくらかる	のへにをしかの	こゑききて
5894,みつくめる	いはねのみつも	なかれそひ
5895,むすへはな	けふさくもりの	したはかな
5896,めくりゆく	つきもくるしや	みたるらむ
5897,もしははや	こととふかたも	まれなるに
5898,らうすきの	さかひにしかの	けふりいて
5899,りうくうも	よさめをけさは	わすれけり
5900,るりいろの	かすみをなみの	こまとめて
5901,れいならて	ふかきおもひは	きえてをし
5902,ろけの	はなのみやこの	としとしに
5903,わかるるを	あはれにふきて	みるきよに
5904,あくるのの	つきにちきりや	たえさらむ
5905,いかたしの	かすみをもろし	うすもみち
5906,うめなれや	このかみのきは	はなのやと
5907,えたもたた	しくれもまよふ	このゆふへ
5908,おきてみむ	よるやかるかや	つゆのやと
5909,かたしくも	あはれわひにし	いはふらむ
5910,きのふまて	ふるさとみえし	せきこえて
5911,くもるなよ	つりたるるやまの	はるかすみ
5912,けさこそは	あとあらはなる	よるのゆき
5913,こしかたも	わするはかりに	きこそうし
5914,さそひては	たのものいほり	なつもれて
5915,しはしとも	たれをたのまむ	たれうらむ
5916,すきたてる	せせのみなとた	せきこえて
5917,せきにける	かれののはなの	やまかせに
5918,そめしやま	ありともけふや	はつしくれ
5919,たけのはも	おともみつよし	そとのつき
5920,ちるさくら	たれとやはかり	かへらまし
5921,つくつゑや	こころもすむも	しらさらむ
5922,てふとりに	かさなるしもも	たえけらし
5923,とひこむと	いひしもすくる	はなさかり
5924,なれしよは	さはあやかりを	みにしめて
5925,にほひかは	あきのはなのの	あさくもり
5926,ぬれきぬを	ほせやなみたの	かはさひに
5927,ねぬるまの	うきもやすめぬ	としこえて
5928,のきくちて	ひとこゑすこく	すすきかな
5929,はなにあけ	われにかくるる	はるのきて
5930,ひとふては	たたおほかたの	こころにて
5931,ふくかせの	ゆふはやまてら	いろもなし
5932,めくりあはむ	とはかりちきる	せきこえて
5933,ほしあひの	ふねやいはねの	なつむらむ
5934,まはらなる	あきのすみかの	ゆふけふり
5935,みきはより	まつみえわたる	あさひかな
5936,むかのひも	ほとけのとこは	とさしせて
5937,めてさます	さとはあふひの	はなかつら
5938,ももしのふ	はなをもをれる	しほみちて
5939,らうかはし	かみなりとよむ	あまのかは
5940,りむしもも	わひさましなは	なかりけり
5941,るるいのち	まつりあつめて	たつたやま
5942,れいならぬ	こころのうちの	あきふけぬ
5943,ろほつゆ	はなもみちしよ	いつみかは
5944,わひつつも	もとのねさめに	なけかれて
5945,あれはつる	しほやのはしら	なみこえて
5946,いそくたひ	ものかなしきに	なみのおと
5947,うつりかを	つつめはぬしを	よもしらし
5948,えたかさす	みなとにゆけは	をたのはら
5949,おもかけは	しらぬうらわに	ふけはてて
5950,かれのこる	ならへはつきに	ふけはてて
5951,きみとはむ	ゆふへよいかに	ゆふあらし
5952,くるはるを	みにもいははむ	よしもかな
5953,けさこえし	やまのこなたに	つゆはれて
5954,こひくさは	しのふこころを	くせなれや
5955,さえさゆる	ひのかはかみの	とほきよに
5956,しくれして	かせもしらきく	ひとはかな
5957,すゑもなほ	おほつかなさの	からころも
5958,せきこゆる	ふしかつらさは	はまさらめ
5959,そてにみよ	しくれにつれし	やまめくり
5960,たくひしも	あらぬおちはに	いますみて
5961,ちかひたえ	たたあらましの	よなよなに
5962,つれなきも	ありとはかりは	ききなから
5963,てらせつき	つゆのたまくし	なをたてて
5964,とさしせぬ	みよにもたたく	くひなかな
5965,なつきても	いまひとたひを	まくらにて
5966,にはとりの	おとすはきりの	ひとはかな
5967,ぬるとなく	むしのいほはた	おりてよに
5968,ねさめせぬ	なかなかしまも	すてぬよに
5969,のこるみは	いつのまさこの	まつのゆき
5970,はなのかの	ちかきをにはの	こすゑにて
5971,ひとにこそ	にほふはなをる	はなのとも
5972,ふくかたの	おもひをあまの	なもしるし
